Imports from Country (Unit : US$ Thousand),總計,亞洲,中國大陸,香港,日本,韓國,新加坡,馬來西亞,印尼,越南,泰國,菲律賓,印度,孟加拉,巴基斯坦,澳門,亞塞拜然,柬埔寨,斯里蘭卡,緬甸,不丹,汶萊,尼泊爾,寮國,北韓,哈薩克,烏茲別克,喬治亞,亞美尼亞,土庫曼,塔吉克,吉爾吉斯,中東,沙烏地阿拉伯,科威特,阿拉伯聯合大公國,伊朗,伊拉克,土耳其,卡達,阿曼,以色列,巴林,阿富汗,塞普勒斯,約旦,黎巴嫩,敘利亞,葉門,歐洲,德國,荷蘭,英國,義大利,法國,俄羅斯,西班牙,瑞士,比利時,芬蘭,瑞典,奧地利,波蘭,丹麥,愛爾蘭,匈牙利,葡萄牙,捷克,挪威,斯洛伐克,烏克蘭,希臘,阿爾巴尼亞,保加利亞,教廷,冰島,盧森堡,馬爾他,摩納哥,羅馬尼亞,塞爾維亞,蒙特內哥羅,馬其頓,波士尼亞與赫塞哥維納,克羅埃西亞,斯洛維尼亞,白俄羅斯,摩爾多瓦,立陶宛,愛沙尼亞,拉脫維亞,北美洲,美國,加拿大,中美洲,墨西哥,巴拿馬,哥斯大黎加,巴貝多,巴哈馬,安圭拉,安地卡及巴布達,貝里斯,多明尼克,多明尼加,薩爾瓦多,瓜地馬拉,格瑞那達,海地,宏都拉斯,牙買加,蒙瑟拉特,尼加拉瓜,玻多黎各,聖露西亞,聖文森,千里達及托巴哥,聖克里斯多福及尼維斯,古巴,南美洲,巴西,智利,秘魯,阿根廷,哥倫比亞,玻利維亞,厄瓜多,圭亞那(法屬),蓋亞那,巴拉圭,蘇利南,烏拉圭,委內瑞拉,大洋洲,澳大利亞,紐西蘭,薩摩亞(美屬),斐濟,吉里巴斯,馬爾地夫,諾魯,巴布亞新幾內亞,紐克里多尼亞,萬那杜,所羅門島,大溪地,東加,吐瓦魯,薩摩亞,非洲,南非,安哥拉,赤道幾內亞,剛果,奈及利亞,埃及,賴比瑞亞,阿爾及利亞,波札那,蒲隆地,維德角,喀麥隆,中非共和國,查德,剛果民主共和國,葛摩,貝南,衣索比亞,厄利垂亞,吉布地,加彭,甘比亞,迦納,幾內亞,幾內亞比索,象牙海岸,肯亞,賴索托,利比亞,馬達加斯加,馬拉威,馬利,茅利塔尼亞,摩洛哥,模里西斯,莫三比克,納米比亞,尼日,盧安達,辛巴威,聖多美普林西比,塞內加爾,獅子山,索馬利亞,蘇丹,史瓦帝尼,坦尚尼亞,多哥,突尼西亞,烏干達,布吉那法索,尚比亞
2013年6月,23821200,12624077,3582235,125502,4087290,1315614,691370,718658,517628,283929,331052,163786,160113,4034,6501,700,0,2221,2505,10703,0,71,159,2045,637,2666,170,162,5705,0,649,26,3743211,1479421,443952,378048,29068,194798,14561,803468,323754,57430,13746,10,325,2670,1305,43,610,2535147,748764,389511,165030,186197,265825,163521,72330,134171,64737,19858,42918,42790,14204,22191,24441,18504,4093,15445,101438,3501,8505,2911,48,2530,0,1367,875,3639,30,4508,542,1,138,160,230,2724,2632,403,1026,724,1034,2481704,2309542,171577,239414,82708,1953,51326,335,0,0,241,76,67,2124,5553,13396,29,356,5856,1200,0,4103,40420,108,28,848,0,748,597846,226336,222795,9129,104521,5336,507,1078,0,217,199,197,1085,26226,793505,690159,77176,210,57,0,151,37,1727,22481,0,163,80,0,0,103,796083,126509,522085,49204,1582,58184,1106,136,0,0,2,0,174,0,0,2293,5,142,420,0,0,270,0,173,1,0,406,658,4,6,122,189,569,0,4025,152,24068,24,7,2,3,0,679,3,3,422,15,333,5,1405,2,423,111
2013年7月,22932027,12688930,3828762,119212,3779012,1368421,751624,738225,538652,233686,324821,170287,179735,5612,57496,379,0,2742,4076,10080,0,68,191,976,4753,3267,169,536,5,687,742,0,3219422,1086240,489563,403536,37778,189477,13442,590956,319327,57657,20892,0,154,6928,1012,45,2417,2518914,755129,239658,187250,199091,265152,177478,42297,180695,71510,36634,38376,48057,17956,25561,31356,20931,7616,19709,101115,4372,12968,1082,64,3647,0,1304,1821,2511,38,7392,534,0,96,164,599,3045,8649,203,1232,379,1920,2322260,2202592,118541,162757,56389,3240,49828,261,106,1,101,121,119,1987,1108,6235,173,652,2150,455,0,5555,31991,2,26,756,0,370,484567,225900,163585,19624,57439,4783,5,858,0,385,870,114,1472,9170,842881,737600,83621,49,512,0,86,0,419,18409,26,1172,0,40,0,54,681959,167172,292347,0,76,86404,54301,0,19612,0,4,0,525,0,0,0,0,405,633,0,0,428,0,102,5,64,483,802,6,26421,151,9,51,54,4249,873,19261,43,1,55,530,3,999,0,0,17,1,42,0,1560,44,599,3588
2013年8月,21483958,11102948,3317933,97580,3222274,1153773,619152,815555,470835,197692,265628,230549,103092,5450,8950,622,0,2672,2954,10452,14,4,109,641,4316,1746,205,266,4630,133,0,32,4169190,1522960,707147,388829,25603,392394,27065,550848,489269,52974,4007,22,247,4976,1265,0,1584,2254190,677130,415929,149819,176289,218422,133675,40200,108146,56279,18511,40871,26844,15473,17507,21024,15221,6195,10614,17693,4038,28453,31775,98,3734,0,1041,927,1679,78,6294,471,0,150,159,322,1047,3714,309,1081,855,294,2050474,1915400,132558,207302,70454,3380,31273,294,160,0,10,39,55,2113,1544,6082,17,355,5721,451,0,6855,31008,13,33,46672,0,315,401376,203021,129780,20274,39174,4834,219,940,0,1,910,173,1368,309,683717,621605,57409,310,403,0,15,0,531,2250,100,42,0,0,0,106,610157,146645,321326,48826,803,18066,2031,0,30325,0,1,0,209,0,0,0,0,643,255,0,0,383,0,233,28,0,1350,779,1,24413,428,36,1423,148,5370,835,136,19,0,11,88,0,585,0,1,315,27,258,388,1105,2,796,1866
2013年9月,23366939,12669183,3745768,109894,3455630,1377319,680088,858351,708670,239078,319936,271411,263671,5008,10199,316,0,3980,3188,5872,0,54345,217,3289,690,483,223,384,5052,0,1,12,3584252,1426804,789702,453784,21258,207329,18819,525609,63776,59204,6599,0,124,9996,241,0,1007,2986282,832152,667088,156567,188605,220677,232136,48903,214522,57621,25363,87278,43932,12966,22261,30549,12709,6076,16469,35853,4612,13757,4841,119,2327,0,1978,5809,20417,60,7037,886,0,160,218,452,3121,3687,445,1807,759,531,2117083,1984791,129668,210390,63856,4255,67621,288,104,1,1,114,75,3054,993,5755,1,253,7386,469,9,10174,35985,28,0,7023,0,2190,499660,267412,164424,13455,44953,3894,961,794,0,391,547,237,1494,784,773550,708576,54588,23,531,66,51,0,874,7563,187,166,0,0,0,96,521351,116969,106852,107805,251,55077,2010,0,71433,0,0,0,345,0,0,4616,0,1902,330,0,0,220,0,149,6,0,1220,554,7,104,443,146,722,56,3504,311,64,0,3,6,2255,0,1000,0,0,239,179,247,2045,28914,80,1372,9909
2013年10月,23206576,12517937,3818177,148512,3428823,1415203,807067,658186,615928,253362,366653,228271,154389,5006,35712,738,0,3273,2643,17061,0,19,155,607,3647,1854,1003,398,6664,25201,0,0,3451363,1279785,639959,630232,21986,215719,14922,348045,234602,53078,6247,4,196,5758,226,0,601,2527732,749880,231497,154688,165833,247744,357962,87334,139075,83896,16358,36572,38205,11710,20622,32808,11043,5404,20677,77067,6406,6538,1800,55,2790,0,1499,1125,1413,55,5973,717,0,135,250,419,2015,2396,412,1615,1692,237,2579145,2415144,160709,219527,78821,3745,61704,263,108,0,236,333,61,4256,1485,3419,0,196,2315,968,6,7364,51573,27,85,1083,2,978,530390,306502,172170,21858,19537,2777,252,1347,0,431,1506,150,3316,374,659227,575640,63528,26,465,0,142,0,1278,16980,95,120,95,0,0,103,715970,154404,307640,68103,1863,18,1448,0,79416,0,2,0,432,0,0,5259,0,226,672,0,0,238,1,72,6,0,1201,475,14,0,409,29,1503,2,31081,630,16109,0,17,3,1186,0,427,1,0,483,141,249,0,28346,4,587,13224
2013年11月,21839825,11813122,3563945,145594,3376232,1169914,629908,717101,750540,211831,322292,218909,181075,4608,6603,191,0,3697,3418,11501,0,0,153,734,2686,4474,0,394,632,23897,0,9,3293778,1462515,851211,229326,248599,0,12561,375005,13615,84527,9602,1,82,4928,203,0,1604,2557548,637682,302401,168348,186275,207147,439328,43577,177132,43980,56526,39469,35454,19716,21471,34713,11722,5544,11907,76653,4486,6938,3193,59,1831,0,2491,979,1110,70,7034,404,0,168,208,489,1678,2282,572,1384,1008,206,2183148,2085601,94635,183076,81891,3577,35228,241,332,0,90,71,0,3204,17814,2875,38,377,2038,695,2,4472,26926,4,25,1193,1,1473,441278,265280,137201,16451,14435,3386,62,453,0,191,284,635,2070,695,563724,496074,53290,41,102,0,116,0,567,6839,43,64,8,0,0,107,798356,146674,309432,55541,194,62873,2092,265,80376,0,6,0,120,1,0,2165,5,0,490,1257,0,18,0,111222,6,0,1834,651,4,101,461,1190,1498,0,3024,362,326,3489,0,12,35,0,294,1,0,504,139,359,194,624,533,6,9961
2013年12月,24691678,13056209,4021647,133542,3927516,1485074,794228,585722,626406,219001,331006,183927,243965,5417,8618,1159,0,3255,3367,6543,0,56,417,440,3122,4326,0,725,3922,1,0,39,3860285,1134294,893650,349352,195897,407219,13470,399331,339361,82856,36154,1,141,6656,135,58,1708,3229501,711225,821418,162399,225340,350544,302220,109744,141914,59193,50328,56361,43923,20582,20250,22390,11566,7123,19364,20846,6071,35881,3502,82,2386,0,1704,1029,1865,72,7024,660,0,336,175,182,2062,3867,1449,1166,1163,905,2482433,2357382,122992,181245,80843,4257,37882,312,145,0,40,193,37,3601,1899,3897,118,516,2948,786,1,8664,32411,71,35,1350,2,870,396835,193136,161519,14687,15756,2289,140,833,0,314,2447,315,4496,566,676965,617074,49626,26,125,90,218,0,2058,6812,7,65,20,0,0,110,802471,79481,393612,0,2443,106720,1452,0,178478,0,0,0,324,0,405,2353,8,0,335,0,0,19,0,149,6,434,316,553,21,48,383,150,4,0,3662,1828,17468,23,0,3,147,0,64,0,2,105,166,957,0,1119,101,0,9106
2014年,281095615,153785612,49253561,1734798,41978720,15286049,8435272,8952644,7398468,2584372,4407970,2295464,2529521,156793,532045,8672,596517,48335,45167,104430,12,462241,3389,15842,40672,47157,244,5816,8201,95,11065,135,40295506,13719134,6672930,5484034,407567,3478340,189513,5267772,3675124,720892,327448,6,4018,48542,2786,415,296864,32035814,9631536,3191945,1982509,2389587,3094797,3729626,1050321,1955252,692411,302801,575502,520432,277271,293635,384507,209228,102727,217548,539056,58805,153859,239406,830,33876,1,12788,15966,38578,659,86921,11553,1,3186,2849,9770,19324,93500,9627,20325,37065,33238,30966249,29337543,1605280,2045096,855092,37163,496288,4132,881,0,981,1449,770,32182,18919,56635,623,3748,43830,10110,0,84653,283861,337,649,94163,32,13012,5059634,2350242,1949778,347253,197018,49581,3580,83486,13,3025,25077,2505,23569,21890,9436353,7588684,915900,1298,9385,818,2161,18,756696,139087,734,7518,324,43,9,331,7401491,1148912,2955808,71984,92285,577134,120845,2,814274,1967,68,94,4794,31,152378,48598,15,7069,8069,1,0,2076,192,954266,282,1434,12108,17927,179,32466,20825,3681,3517,2113,103795,7831,67238,9428,411,229,9359,11,5251,22,12,505,699,19724,3032,13023,616,7997,96368
2014年1月,21812817,11759542,3856846,148594,3033590,1232903,686913,545898,460703,232014,301674,163014,325990,6874,47373,1072,121866,3356,2404,8192,0,57948,462,671,1065,2445,0,50,22,73,0,0,3362295,1285923,508669,418639,30102,423547,16064,484741,7444,129499,24838,2,161,3825,255,0,28586,2443297,686004,221034,154010,182391,222197,471934,43163,99436,51561,24928,51815,35669,18646,31974,25422,11281,4848,14162,25009,3945,21680,1973,142,3166,0,1570,1178,1882,51,5852,466,0,154,196,304,2062,17292,2638,882,1357,362,2482282,2357260,123932,160330,75618,3754,30289,170,109,0,57,215,39,3195,389,3111,0,220,7059,813,0,8307,23496,12,48,1085,0,1989,395173,225091,122727,25980,11493,3629,616,647,0,364,2174,89,2032,3,735350,648406,75620,248,486,192,90,0,1293,7607,86,638,0,0,0,157,469225,95425,214605,51,1497,196,1710,0,29333,0,1,0,215,0,0,2180,0,0,526,0,0,196,0,105902,0,160,125,759,5,0,629,31,188,0,3793,853,1,95,0,4,1,0,48,0,0,63,138,202,0,1226,93,0,8953
2014年2月,20268637,10487810,2644172,82316,3223389,1117885,663615,541648,604410,155646,308365,151577,159243,25102,36630,193,234434,2220,3025,24302,0,3104,450,340,6087,2322,0,323,368,2,1539,0,3388850,1082260,441065,341836,28023,827668,14395,332637,224696,55037,38332,0,353,1314,371,0,863,2388327,628492,246197,135140,194728,200951,384574,42147,182274,57662,24035,54368,31541,45127,13475,27314,9017,3992,9429,47520,4015,19141,2593,119,2452,0,63,764,3289,40,5289,313,0,185,136,186,1128,5624,996,2337,527,205,2074514,1940648,131636,177315,71891,4266,44477,322,119,0,91,175,49,2992,1488,6208,45,453,14957,625,0,7870,19452,71,80,590,0,531,347221,223215,80848,13066,20658,3136,302,580,0,67,1501,270,2258,1019,670390,585265,68209,5,217,0,97,4,1267,13772,38,285,75,0,0,0,729161,83311,424209,0,9535,5,27336,0,112230,0,1,9,200,11,1,0,0,141,643,0,0,334,0,49,132,293,661,824,17,11,864,0,83,25,58011,550,34,2056,1,22,0,0,172,2,0,234,13,835,0,918,12,456,4877
2014年3月,26570860,14222371,4351659,155151,4017654,1464885,749501,884591,631259,234391,395288,223681,243438,23919,79798,328,0,4257,4579,17314,1,60254,672,1843,887,4101,1,369,5928,6,0,1,4164948,1532267,818626,438472,22698,419439,14774,352068,447085,76222,5430,0,518,10936,9,0,26404,3184749,985957,324835,175989,225777,260541,458589,119479,158493,73296,28435,52951,54257,25269,23529,33592,15894,6773,22829,53105,6741,36508,6003,81,3684,0,302,835,4798,70,6767,569,0,299,202,2430,1293,9242,903,1404,1992,222,2874521,2724899,148019,199810,76841,4227,62314,290,33,0,163,3,217,3854,2530,7103,127,470,1583,1560,0,5601,23039,76,24,8168,3,1176,313980,111411,149239,31808,12299,4420,761,841,0,158,895,229,808,882,785277,693767,85877,72,25,178,240,0,752,2799,167,709,0,0,7,0,819689,104823,321537,71776,8662,51,28907,0,22135,0,1,0,308,16,0,0,6,270,378,0,0,142,191,224704,32,280,317,1029,3,0,592,183,564,24,6618,866,10386,2009,1,13,277,0,178,6,1,26,13,1116,149,1459,4,1409,8193
2014年4月,24736181,13622676,4205672,150849,3807078,1183105,751024,839435,649035,260449,384524,215007,229015,6069,26423,1020,240216,3245,3137,26820,1,2908,407,2393,2554,1942,0,614,340,2,2,9,3284681,1060082,615075,455108,13762,205210,12332,366155,347124,45639,99663,1,270,3866,179,124,60091,2585362,875899,229550,184295,201186,258997,255906,52613,140920,67705,28047,40922,38899,25926,20728,25335,18338,9320,17986,49566,5155,3026,4104,39,3070,0,451,1040,4009,35,5078,597,1,185,174,265,1875,10091,173,1221,987,508,2974594,2884273,87971,227126,107623,2777,73836,452,78,0,82,224,32,1812,2321,4573,35,197,1131,792,0,5868,22804,44,14,941,0,1130,377489,161909,180185,19101,9621,2590,218,289,13,340,1514,165,612,668,860667,734543,104419,0,434,143,271,0,4956,14476,75,584,27,0,0,91,797585,108447,211155,0,6202,118485,1753,1,112486,0,13,0,88,0,0,103,0,3,377,0,0,142,0,214859,5,1,1544,399,11,51,1798,106,1205,13,4053,556,4993,169,338,18,526,0,486,8,0,8,31,332,1522,731,1,1513,3012
2014年5月,21938259,12098245,4055144,110490,3102204,1204497,650681,869308,596573,194626,337650,173191,139408,4647,41021,123,0,1670,3116,4929,0,803,140,1717,1104,4021,0,366,35,1,2,16,2528630,856598,406938,273871,22606,197857,11455,432202,222163,35041,13573,0,157,3525,459,11,52174,2520276,776699,170057,149911,207175,246993,272285,47337,190762,62734,29191,47222,50419,24683,31773,21884,14985,8089,16006,95625,5885,5915,4514,27,3514,0,694,1004,3426,72,7134,2930,0,252,191,358,1393,11671,933,1126,3965,244,2618326,2482370,133728,212210,72488,2852,84860,322,142,0,121,247,21,2516,2374,6443,27,276,1514,695,0,5783,30037,25,0,546,1,743,523088,239133,204929,48737,11861,3300,251,375,0,115,3064,280,1403,9559,763034,656385,89154,58,376,0,186,5,629,13389,29,1749,0,0,0,0,668978,118839,105675,0,9007,61619,25759,0,219552,0,41,0,74,0,0,3560,1,40,846,1,0,0,0,106047,5,0,2043,320,3,13,1419,565,293,27,5966,753,38,578,0,11,348,0,464,1,0,5,6,606,495,614,47,616,2657
2014年6月,25548969,14151681,4602016,177662,3909392,1403501,723186,849624,689041,224164,418552,191248,234019,22861,44385,1315,0,2645,3324,3218,1,4940,159,2089,7026,3260,79,870,25,0,2036,30,3139486,1240734,541263,381557,35714,0,14172,377345,440472,69845,8062,0,328,3189,223,93,26426,3092346,873659,319237,167493,203505,222950,557259,105202,175954,58733,20946,48156,53733,25791,21374,46022,22263,11488,25260,69391,4758,18626,6015,44,2566,0,836,1055,4822,19,7338,1041,0,291,216,328,1566,5679,481,1887,5191,471,2677195,2525006,151849,174068,69553,3562,48979,496,184,0,107,60,9,3633,1678,5026,89,750,1979,978,0,4608,30308,11,10,918,3,794,456896,177498,212919,27518,24045,4237,109,881,0,539,5957,269,1583,1048,965113,706087,93625,271,165,9,247,0,148482,14501,72,107,0,0,0,0,886371,68186,328657,0,7199,168889,1079,0,206332,0,6,0,496,0,54127,865,0,293,1221,0,0,292,0,45,16,0,1862,1969,37,38,1447,989,1,31,5080,563,18060,1143,19,6,825,0,467,0,0,97,47,946,1,1058,48,1821,12072
2014年7月,24893535,13735262,4458194,110538,3750984,1406856,734711,966002,679477,203552,394092,196837,142249,8490,40710,1714,0,5356,4155,2051,4,57997,304,1800,5685,7482,0,476,96,3,0,54,3721912,1295531,592438,666148,12182,425529,14278,428920,185457,49335,6630,0,407,4887,238,88,39844,2835742,867589,144961,166469,207977,387772,273351,111386,142646,51046,23742,47428,43617,17978,26692,38219,18901,9940,18059,67270,6369,5819,118549,110,2901,0,935,4102,3282,40,10318,849,0,453,222,468,1600,6569,258,2611,4151,388,2579659,2426925,151456,155861,64099,2237,39080,247,83,0,24,142,24,2292,1393,5527,48,285,1813,633,0,5898,28720,0,0,1072,3,567,509304,224307,218349,26089,25281,6573,262,701,0,112,2677,90,3519,1193,753475,606135,85954,111,621,0,50,0,53472,5598,0,264,129,0,0,0,596141,92487,229924,86,7544,95847,28869,1,112204,0,3,15,72,0,0,7329,0,74,645,0,0,736,1,145,5,38,1638,658,8,38,736,153,85,187,2717,533,521,274,0,36,337,1,579,0,10,10,129,1254,51,1570,104,2,8448
2014年8月,24467859,13277105,4255357,162003,3524300,1348114,752842,711234,748801,198953,337765,237341,197203,25460,93658,1275,0,6711,3498,3797,0,60924,76,1392,3074,6003,19,340,199,2,0,0,4523222,1300810,949885,736161,42808,303438,17255,582841,473340,56200,52119,0,368,7734,88,0,117,2283564,778681,145895,174215,222205,255433,166036,54198,131400,52265,21445,44608,47129,21240,19488,32556,12684,9181,16426,20754,6267,12819,5754,15,2366,0,339,1276,2215,80,8396,1144,0,181,364,1853,1667,6035,176,2005,2924,360,2400718,2221991,176798,137007,55713,2874,32445,426,36,0,46,57,0,2614,1822,5349,35,244,2219,393,0,8277,22779,15,473,480,0,391,530604,219564,155661,45238,19228,5176,374,77229,0,99,1511,342,3755,2128,876760,641019,84142,30,160,0,72,0,120807,28541,25,546,0,0,0,2,433295,150551,104683,0,5660,11107,991,0,0,0,0,0,331,1,0,8058,0,552,995,0,0,38,0,109262,20,481,930,647,0,102,3156,129,9,516,3415,401,17989,0,0,66,445,3,824,0,0,4,157,1130,451,1501,4,771,7889
2014年9月,23330368,12903709,4288261,137532,3448500,1212555,723611,898121,601614,200477,406348,198612,145347,9073,7893,422,0,5122,4581,4423,2,55695,109,1305,4625,3774,0,249,16,1,2680,17,3444685,1191557,220541,684738,16313,205740,14488,523992,478520,56449,14438,2,247,3161,334,6,34159,2912836,906470,433658,162141,187570,265727,195731,169317,153261,59066,24994,48747,38465,22083,26625,37189,28425,21017,20099,15784,4795,14197,13087,115,3360,0,1135,1151,3606,36,9633,795,0,345,168,605,1743,5699,554,1073,4110,29022,2303282,2172218,128708,140068,54068,2448,26504,456,2,0,142,2,33,3282,1567,3948,165,205,4202,987,0,10964,20161,71,0,8854,1,1982,445428,203734,176383,30875,21468,4435,340,853,0,362,1200,188,3116,2221,764482,626649,55773,28,6099,40,312,3,63587,9463,37,183,0,14,0,81,410320,119357,202737,0,11451,39530,1420,0,0,0,0,21,386,0,0,5464,6,141,936,0,0,0,0,38,10,181,805,545,24,25,3225,46,4,333,3523,993,218,1,0,1,3188,7,932,1,0,49,33,3508,363,1055,61,318,9370
2014年10月,22971446,12157966,3877565,205109,3388671,1123028,704646,594201,635574,209483,332859,184072,212153,8630,57713,79,0,4610,4200,3523,0,56880,175,794,2448,3982,0,849,292,2,1978,0,3241946,1099061,646321,427072,140076,178188,21353,472890,180638,56594,17269,1,165,1759,120,0,439,2560810,816263,290971,165302,153009,255220,265890,89115,182240,54943,26928,45102,40352,16680,20014,31163,21005,4946,17002,12279,3924,4226,5317,13,2355,0,2757,1200,1965,21,6726,1165,0,142,397,2424,1660,10434,1002,1961,3046,453,2937643,2810735,124017,167046,104958,2340,18269,404,45,0,35,19,4,1971,1263,2608,0,198,2095,1292,0,6582,21720,0,0,688,3,1903,428824,196215,175494,33990,15979,2342,31,544,0,332,419,211,2345,811,817188,586480,65166,2,475,134,99,0,143542,19510,115,700,4,0,1,0,653804,88858,300804,0,5550,440,1116,0,0,0,2,5,242,3,98250,313,0,1671,487,0,0,174,0,104108,0,0,724,838,5,32112,2011,865,706,214,2580,353,693,113,0,4,930,0,252,1,0,5,43,902,0,890,68,341,7107
2014年11月,22998818,13134622,4582181,165475,3375564,1386447,652499,679442,527730,244146,404725,195199,266927,7363,33332,509,1,4844,4572,3633,0,52289,150,896,6041,3964,145,895,47,2,2140,2,2893697,675185,584184,377599,25235,154734,17328,592218,376120,50554,36876,0,362,2473,366,93,370,2599687,724288,275194,182516,196616,256536,151533,141505,272238,57728,20772,42575,46105,19925,27511,41451,18883,5829,17124,54281,3587,8210,8316,59,2125,1,1386,1018,2080,61,6944,912,0,229,345,227,1355,1166,992,1169,4650,714,2372209,2219926,149834,155900,58443,2763,21894,336,2,0,28,230,148,1761,1440,3064,28,327,1627,380,0,6005,20607,0,0,34851,6,1578,398198,217209,136760,23817,11159,6050,167,350,0,89,1121,142,1166,0,780731,604672,55789,234,327,85,321,3,114559,1789,50,1753,0,0,1,0,657242,63321,356132,0,9596,80841,923,0,0,1967,0,44,1567,0,0,11113,0,2435,403,0,0,0,0,88980,10,0,566,215,48,76,2360,585,211,0,4856,950,258,2978,12,47,2260,0,382,2,1,4,31,4686,0,788,130,600,17671
2014年12月,21557866,12234623,4076494,129079,3397394,1202273,642043,573140,574251,226471,386128,165685,234529,8305,23109,622,0,4299,4576,2228,3,48499,285,602,76,3861,0,415,833,1,688,6,2601154,1099126,347925,282833,18048,136990,21619,321763,292065,40477,10218,0,682,1873,144,0,27391,2628818,711535,390356,165028,207448,261480,276538,74859,125628,45672,29338,51608,40246,13923,30452,24360,17552,7304,23166,28472,3364,3692,63181,66,2317,0,2320,1343,3204,134,7446,772,0,470,238,322,1982,3998,521,2649,4165,289,2671306,2571292,97332,138355,43797,3063,13341,211,48,0,85,75,194,2260,654,3675,24,123,3651,962,0,8890,20738,12,0,35970,12,228,333429,150956,136284,21034,13926,3693,149,196,0,448,3044,230,972,2358,663886,499276,52172,239,0,37,176,3,103350,7642,40,0,89,29,0,0,279680,55307,155690,71,10382,124,982,0,2,0,0,0,815,0,0,9613,2,1449,612,0,0,22,0,127,47,0,893,9724,18,0,2588,29,168,743,3183,460,14047,12,40,1,222,0,467,1,0,0,58,4207,0,1213,44,150,6119
2015年,236380483,136439287,45264650,1467509,38865379,13452681,7170552,6733747,5961973,2543697,4042623,2094615,1910416,87371,224414,7353,225237,67538,56251,53518,39,348694,2080,14178,30023,55829,1827,20385,563,23,24550,369,23843017,7324556,3967894,3496695,336880,1373063,232761,3819440,2272094,744570,158118,92,19558,74756,4446,15,18055,28491244,8765361,2807154,1990742,2144738,2950291,2640352,905907,1765871,622331,274117,485062,502121,206639,285121,414860,241032,110938,240688,434383,57689,56368,208494,1242,26500,2,14989,14607,21270,488,96053,10966,1830,10387,2951,9563,26914,42920,6942,32610,42168,4575,29786180,28362487,1401734,1516666,857345,29549,99884,2956,369,19,441,632,310,30513,33035,63318,158,1935,29712,7347,5,87418,240136,122,159,15096,50,10858,4400853,2269964,1586692,290384,105881,83022,1936,6450,0,1911,28964,5689,11768,7143,8465016,6854287,841314,924,3989,46,2351,52,642255,103826,868,7528,98,9,65,113,3363275,731798,1360801,157,45221,50421,87579,0,451815,737,302,10,9229,15,52772,58566,21,1825,8290,194,51,3501,45,111800,514,0,12179,34610,389,819,37081,1584,5563,7479,43274,8006,51134,32686,43,327,10791,26,2220,259,51,1108,298,15147,2802,12456,801,2260,102354
2015年1月,21044820,12406611,4284052,158967,3108021,1241891,696968,713060,701920,253850,361942,159005,149422,7552,11899,420,0,5746,4278,3014,12,41427,103,899,5053,5146,53,69,32,3,1434,33,1904600,645164,267255,279743,18219,107814,19410,312188,155037,38060,43959,50,141,17151,282,0,119,2549528,689020,288996,165524,184554,235368,277141,187861,159497,50667,28298,44232,40947,16710,25687,34213,19738,6892,21392,21462,4836,8619,7339,59,2447,0,873,934,2233,36,6162,1281,0,384,336,574,1905,985,565,6544,3611,378,2577479,2455957,118777,153108,84507,2757,11238,467,19,0,47,62,32,2098,753,16514,25,259,4581,374,1,9081,18769,0,63,447,11,653,470764,257539,163396,23929,14003,5185,200,264,0,63,4576,243,1007,279,800746,705837,74552,12,394,21,225,3,2271,15235,37,1286,12,0,0,62,176057,69668,20649,0,31642,343,14773,0,0,0,10,0,2534,0,0,6387,1,0,180,0,0,297,1,72,0,0,1550,185,1,98,2873,112,301,566,4789,984,45,25,10,11,2240,0,105,0,0,14,14,5916,0,1081,221,0,8350
2015年2月,15665497,9360018,2995795,103832,2721799,1016251,461627,397674,432639,158736,327353,131475,136881,6217,16099,486,0,5638,3128,1731,0,1619,221,741,1328,4489,201,27,38,4,0,0,1634204,455575,244585,131309,100214,40962,11233,224949,366774,42517,13736,1,221,1688,317,2,121,1804283,473349,231065,107605,142200,157569,189759,61744,115064,33430,13473,25529,27674,12795,13106,25543,7937,7538,11701,85902,2279,5348,30341,39,1986,0,755,3418,1091,5,4617,257,0,127,171,268,1020,1108,261,3791,3097,293,1814618,1739011,73083,83774,41912,1838,6428,259,171,0,230,1,14,3220,593,1476,37,244,2025,735,0,4826,17244,0,16,1003,10,1327,295842,173912,91151,15833,6934,2406,242,156,0,70,3695,533,629,204,561284,456697,58454,0,327,0,166,0,37549,7508,51,12,0,0,0,0,105991,22910,46754,77,2110,6,1796,0,3317,0,32,0,395,1,0,5186,0,0,179,0,0,15,0,97,0,0,371,560,26,0,3215,154,1201,534,2771,512,0,4907,0,3,53,0,142,0,0,110,12,1216,0,819,66,0,6187
