Imports from Country (Unit : US$ Thousand),總計,亞洲,中國大陸,香港,日本,韓國,新加坡,馬來西亞,印尼,越南,泰國,菲律賓,印度,孟加拉,巴基斯坦,澳門,亞塞拜然,柬埔寨,斯里蘭卡,緬甸,不丹,汶萊,尼泊爾,寮國,北韓,哈薩克,烏茲別克,喬治亞,亞美尼亞,土庫曼,塔吉克,吉爾吉斯,中東,沙烏地阿拉伯,科威特,阿拉伯聯合大公國,伊朗,伊拉克,土耳其,卡達,阿曼,以色列,巴林,阿富汗,塞普勒斯,約旦,黎巴嫩,敘利亞,葉門,歐洲,德國,荷蘭,英國,義大利,法國,俄羅斯,西班牙,瑞士,比利時,芬蘭,瑞典,奧地利,波蘭,丹麥,愛爾蘭,匈牙利,葡萄牙,捷克,挪威,斯洛伐克,烏克蘭,希臘,阿爾巴尼亞,保加利亞,教廷,冰島,盧森堡,馬爾他,摩納哥,羅馬尼亞,塞爾維亞,蒙特內哥羅,馬其頓,波士尼亞與赫塞哥維納,克羅埃西亞,斯洛維尼亞,白俄羅斯,摩爾多瓦,立陶宛,愛沙尼亞,拉脫維亞,北美洲,美國,加拿大,中美洲,墨西哥,巴拿馬,哥斯大黎加,巴貝多,巴哈馬,安圭拉,安地卡及巴布達,貝里斯,多明尼克,多明尼加,薩爾瓦多,瓜地馬拉,格瑞那達,海地,宏都拉斯,牙買加,蒙瑟拉特,尼加拉瓜,玻多黎各,聖露西亞,聖文森,千里達及托巴哥,聖克里斯多福及尼維斯,古巴,南美洲,巴西,智利,秘魯,阿根廷,哥倫比亞,玻利維亞,厄瓜多,圭亞那(法屬),蓋亞那,巴拉圭,蘇利南,烏拉圭,委內瑞拉,大洋洲,澳大利亞,紐西蘭,薩摩亞(美屬),斐濟,吉里巴斯,馬爾地夫,諾魯,巴布亞新幾內亞,紐克里多尼亞,萬那杜,所羅門島,大溪地,東加,吐瓦魯,薩摩亞,非洲,南非,安哥拉,赤道幾內亞,剛果,奈及利亞,埃及,賴比瑞亞,阿爾及利亞,波札那,蒲隆地,維德角,喀麥隆,中非共和國,查德,剛果民主共和國,葛摩,貝南,衣索比亞,厄利垂亞,吉布地,加彭,甘比亞,迦納,幾內亞,幾內亞比索,象牙海岸,肯亞,賴索托,利比亞,馬達加斯加,馬拉威,馬利,茅利塔尼亞,摩洛哥,模里西斯,莫三比克,納米比亞,尼日,盧安達,辛巴威,聖多美普林西比,塞內加爾,獅子山,索馬利亞,蘇丹,史瓦帝尼,坦尚尼亞,多哥,突尼西亞,烏干達,布吉那法索,尚比亞
2005年10月,16714114,9644617,1795121,176656,4154718,1221609,487365,510719,503924,69695,273001,279345,70889,1898,3551,3534,0,706,1029,3522,0,1,70,87,5,410,127,15,7,30,0,0,1855584,854756,400824,192554,197086,0,5706,80624,51446,55630,13809,0,115,2482,127,7,418,1937578,516196,123170,158075,138375,360936,140920,33746,130285,55352,29415,41729,42346,4712,14796,33269,11392,4376,8087,58179,4729,11687,2196,79,2450,0,282,2854,1511,331,2493,0,0,7,81,257,934,107,32,365,612,219,1869751,1758165,111205,66462,34105,2218,13816,59,0,0,0,264,0,1613,747,2649,10,274,1112,589,41,718,7642,0,0,89,0,514,298540,157627,89397,32212,6353,10249,50,1175,0,345,472,6,378,191,445648,391636,39666,4,2,0,0,5,1872,12015,0,0,5,1,0,25,343002,72038,181471,0,61676,36,370,0,0,58,0,0,2,1,429,16,0,0,15,62,0,205,0,58,112,0,1851,72,9,0,163,730,465,88,2306,26,1,9099,0,1,2451,0,42,1,0,249,1,713,652,757,242,1727,4807
2005年11月,16128799,9352273,1915147,161783,3721758,1358009,501973,474554,382081,63142,282733,247541,88808,1570,31621,2921,0,379,1032,2670,0,0,118,79,873,1842,226,17,7,8,0,2,1755847,757351,363397,101844,199944,127485,6444,33296,103867,47684,12569,0,42,1024,424,87,391,1911066,558218,171814,141568,116103,170602,119655,31958,114090,65074,27872,43670,44928,6412,14398,33316,12466,4615,7215,205498,1916,3760,2821,1,1606,0,354,3226,1462,232,2748,0,0,40,46,133,1697,172,3,461,366,51,1937189,1818011,118691,51938,26635,2134,6501,192,0,0,0,46,0,1460,844,1319,1,426,1058,385,32,935,9470,0,0,222,0,260,245317,85395,122014,24672,7993,3135,109,439,0,526,296,0,568,171,425596,379042,33362,13,14,0,0,0,1530,10787,0,0,73,6,0,9,197374,72221,53525,54479,93,0,310,0,0,0,0,0,48,0,0,36,1,1108,71,153,0,0,0,37,13,116,1042,34,2,0,23,0,806,0,2473,112,0,5862,1,0,936,1,102,4,0,131,60,676,0,760,248,77,1812
2005年12月,14568313,8376940,1772148,145618,3520025,1076591,426208,437505,352703,56303,236353,221028,37420,1481,3561,1584,0,428,991,1665,0,0,100,211,34,191,195,58,26,16,0,0,1510942,584360,282723,79266,196532,97776,7947,129659,32191,57092,37332,0,81,5299,219,91,375,1701756,459527,155328,142715,110595,237177,139816,30745,106963,45364,33761,47032,38870,6409,21589,56807,8335,4330,11341,11792,2146,8715,1099,2,1866,0,241,1640,660,413,8285,0,0,36,20,84,1615,4404,2,773,533,225,1757700,1632419,125012,56124,30234,2148,11645,81,3,0,0,9,0,1661,378,310,0,320,950,257,52,859,6735,32,0,243,0,195,192078,86252,66960,21573,5352,8146,15,381,0,531,294,1,312,2218,432227,391085,36804,65,13,0,0,0,632,3129,58,0,18,2,0,2,309403,68080,0,103238,106115,0,538,0,0,0,0,0,67,0,0,2,0,0,40,401,0,3900,0,64,11,0,1172,2,1,0,150,1088,2545,6,2036,165,6,7283,0,0,745,0,2,1,0,250,8,368,0,595,0,274,10246
2006年,206442269,118014153,24908965,1694785,46848784,15094771,5119205,6118187,5245054,850036,3354831,2814530,1247022,24060,114059,24371,6,6301,17534,48861,0,2098,871,39583,2778,36449,3298,73233,30,293,282,374,24931140,9759747,5014674,3115147,2908826,877512,103794,1159171,1028616,631342,257602,1,1443,28198,7222,26005,11839,21918330,6299324,2334194,1857089,1568598,2365291,1905135,410837,1288214,562318,517210,577480,569346,88299,244051,450943,69592,49756,95442,202402,44849,185280,24709,672,24161,3,6578,21623,14516,5682,38683,0,0,363,613,4145,16630,45807,214,11606,10436,1410,25222755,23839305,1379564,957898,437954,36254,143183,2120,588,0,26,1448,89,28698,9029,44699,43,4336,14417,10063,1,8632,144761,123,5,63736,5,5779,3405984,1069220,1677585,425054,98104,95463,1174,12000,0,7428,6906,81,6956,4791,6123703,5363948,502666,218,764,347,43,3,13513,232343,218,74,321,65,4,543,5547874,989343,1869798,871622,988336,63074,108474,41,100412,0,678,19,1800,225,57204,680,0,2489,1059,1941,0,9934,1,2633,459,0,37455,2049,61,4295,860,4417,20950,1345,33962,2557,1146,125830,974,2,27859,2,4899,1374,9,2540,4770,18389,1421,14458,1391,8683,155844
2006年1月,14795112,8336162,1807516,147182,3217439,1074120,416722,390796,351486,61671,239287,204193,102960,1503,4763,1349,0,478,1144,4105,0,6,71,4817,11,1612,237,87,0,8,0,0,2055857,943454,378538,184492,161977,123665,6879,17733,135046,44039,55565,0,86,3386,553,161,282,1694999,462466,162945,141553,119693,218350,145466,35702,93029,42119,36835,57008,40407,7487,22685,38683,8770,3342,7529,10817,806,16361,1538,4,1583,0,341,4140,1235,374,4972,0,0,34,18,198,2509,4844,10,273,458,42,1710977,1605810,105022,50875,26282,2197,9653,93,32,0,1,255,5,2546,868,482,0,456,1269,406,0,857,4676,0,0,358,0,435,212391,68076,95368,33516,10075,3741,26,362,0,252,300,0,419,254,370462,327699,37260,26,0,0,1,0,1765,3181,55,1,0,0,0,0,337154,83559,54140,0,172746,0,883,0,0,0,630,0,210,0,0,15,0,82,53,14,0,0,0,193,13,0,982,197,2,0,42,243,1665,61,4464,133,0,7822,0,0,552,0,131,0,0,184,10,650,128,712,47,320,6269
2006年2月,16399649,9276436,1610259,141202,3991428,1247996,502016,412602,418174,53473,269031,225239,90841,1313,6399,1482,0,742,1632,2917,0,0,71,254,1245,2312,57,84,0,13,0,2,2346970,833896,547480,216081,242527,104138,7633,154903,145983,66957,7187,1,117,1575,879,17286,326,1558640,472908,115637,132923,116730,154102,147714,34316,92872,43067,40066,45382,40857,4848,15516,47037,5726,4109,7849,12975,2097,7077,2253,33,1485,3,90,1471,1879,598,2307,0,0,42,32,220,1091,1966,28,264,675,74,1965344,1863017,102327,56932,31034,1824,8878,117,0,0,0,100,3,1509,540,2225,8,538,1297,460,0,404,7122,29,0,176,0,537,243203,63533,121928,39250,6216,9185,183,508,0,783,404,0,610,604,467936,411308,32938,3,3,0,1,0,473,22699,95,0,31,5,0,0,464190,65070,184681,59928,62677,62494,330,0,0,0,0,0,221,0,0,40,0,295,15,534,0,18,0,14,0,0,1187,294,1,0,114,697,350,7,2971,148,84,13532,0,0,1320,0,7,2,0,196,1,394,0,1548,4,364,4652
2006年3月,16610253,9846755,1980822,134022,4180234,1146733,468816,520737,394106,71391,273618,264105,66774,1357,18591,2354,2,497,2016,3976,0,1189,92,297,0,2183,234,165,0,16,0,0,1801941,720561,335978,230862,241279,0,8029,126769,45377,44163,44152,0,71,4182,245,99,176,1814012,557149,216430,160604,114754,153289,139360,32659,93407,49000,27870,46440,44307,5763,37050,30272,8669,7347,9361,56094,2130,8489,1693,6,1825,0,346,958,794,603,3081,0,0,35,26,187,1571,270,25,846,767,106,2020884,1902598,118183,70258,31370,2670,18889,148,0,0,2,481,1,1538,795,2498,0,194,719,621,0,591,8364,0,1,163,0,328,182689,61494,93956,12649,6871,4712,95,611,0,708,573,21,757,242,498487,439643,44677,0,25,0,3,0,1397,12103,13,0,18,0,4,0,348378,73224,176535,59195,23,7,917,0,0,0,0,0,46,3,0,0,0,173,157,0,0,24,0,7,17,0,746,2,1,0,42,1005,79,0,2282,293,252,5784,0,0,15708,1,142,2,0,6,70,156,1,2032,569,127,8753
2006年4月,16786748,9512142,2015492,134661,4026866,1079860,426247,466472,347583,67019,267451,232867,98134,4255,5324,2306,0,559,1412,3635,0,7,34,155,32,2763,39,153,0,10,0,1,1943200,759973,488307,203415,269167,0,5903,78379,60990,62610,9244,0,138,1826,1594,1181,473,1831478,537710,223624,149304,127948,156701,159326,46650,100753,44237,36675,57712,43218,8028,34109,27801,4378,3523,10427,11316,1467,24121,1831,138,2283,0,260,1246,1732,221,2668,0,0,10,28,102,1631,8636,10,533,721,69,2024571,1907100,117284,66441,29603,2232,14571,245,1,0,20,13,30,2308,942,1281,17,527,981,917,0,546,11256,0,0,220,0,619,263353,75701,121846,41955,6401,14605,76,357,0,475,560,9,368,958,548839,492192,45386,20,24,253,3,0,2022,7670,0,17,0,0,0,206,566997,61383,173251,119671,191353,0,656,1,26,0,0,0,47,0,0,0,0,1,69,30,0,0,0,69,0,0,487,124,3,0,63,1,1649,0,1979,223,211,7297,0,0,1043,1,302,54,0,87,2,467,1,1785,716,492,3451
2006年5月,18476646,10175853,2063304,140866,4009708,1260085,441369,703410,470165,68268,308545,268990,82934,770,6465,1706,0,203,1146,3206,0,834,70,2618,240,1772,258,163,11,16,0,366,2592179,1164506,643216,286041,335247,0,14819,66873,14864,58827,5687,0,94,1640,0,219,147,1871133,577524,174634,153751,150595,155761,219368,35509,109374,45057,31278,50380,45338,6888,18237,27330,7009,4325,8764,12591,2122,6754,4659,92,3107,0,2696,1550,1204,358,1693,0,0,0,80,241,1058,3909,1,3613,3465,249,2121706,1990173,131390,83366,35283,3556,8362,161,2,0,0,483,28,2426,827,12473,0,272,1536,1318,0,570,14952,80,0,138,2,575,304307,104524,150837,28332,7410,10311,56,1045,0,564,318,17,377,517,553368,476877,51484,2,44,0,7,0,1320,22349,0,1,90,8,0,84,746184,85917,274137,74034,124567,36,849,39,67149,0,0,1,79,0,57197,124,0,509,14,0,0,3606,0,67,95,0,20149,352,1,1,46,1,693,57,2296,228,2,13749,972,0,965,1,1022,205,0,67,10,4,438,1202,0,421,14837
2006年6月,17157280,9644241,2074970,132939,3926459,1132904,402362,542035,426910,64055,283048,225628,93527,1450,6129,1443,0,711,1683,3652,0,6,86,4348,0,2783,394,728,0,32,0,3,2021226,628723,349017,357975,195094,224004,14400,174082,2445,64426,9030,0,130,1172,160,316,252,1907580,467675,248829,145291,111513,362813,154878,30284,97799,44842,30446,39416,48821,6230,13380,35793,4841,3309,5704,13522,2376,26404,993,81,1917,0,82,1692,913,426,2162,0,0,23,32,283,738,1633,16,1005,954,158,2077295,1960051,117172,84741,36713,2306,14361,109,0,0,0,1,1,2497,708,9368,0,44,1136,485,1,849,15326,0,0,578,0,225,322580,129347,151158,19919,12712,6696,29,741,0,724,381,1,323,335,484136,415044,48958,23,67,0,1,0,733,18873,16,0,28,0,0,1,588310,96416,136533,139690,135931,71,758,0,33194,0,0,2,115,0,0,104,0,130,153,0,0,1531,0,49,146,0,3161,184,1,35,0,547,48,82,2282,162,70,16353,0,1,706,0,692,324,1,212,1087,3920,385,963,0,753,11517
2006年7月,18234339,10706843,2180780,139410,4286246,1373484,442896,512997,513446,65976,292217,299617,111842,6036,4114,1809,0,706,1333,3149,0,29,121,7442,13,2131,3,275,0,15,0,0,1683267,588644,327002,154496,195693,109688,7600,99195,103671,82165,9685,0,457,1952,1156,696,1168,1913190,557069,170120,177707,131078,189683,190930,31178,123918,51098,39150,57476,32730,9666,22883,39860,5406,4807,10141,14662,10879,22927,3344,74,2973,0,380,1792,1793,446,2966,0,0,39,31,150,1079,2150,30,1154,983,38,2557287,2440739,116400,71491,34055,3102,10965,212,37,0,0,43,3,1644,800,4682,0,619,1502,599,0,833,10683,14,0,430,0,1250,318453,79592,167506,44945,8623,14108,7,1538,0,630,240,1,789,230,495056,423243,50404,0,73,0,0,1,129,20193,0,13,0,1,0,0,463759,97581,133946,192563,239,2,1278,0,0,0,0,0,36,0,0,160,0,333,154,67,0,15,0,116,0,0,1262,64,1,0,66,599,1215,138,4683,285,0,8127,0,0,1612,0,1007,321,0,92,1108,3105,1,1032,0,0,12552
2006年8月,18387927,10245221,2323191,133478,3754786,1260899,437346,530998,549829,77007,293773,265952,163946,786,41388,1948,0,533,1202,4418,0,4,20,2685,0,2927,92,238,0,12,281,1,2483281,1052871,604125,298470,240595,0,8985,101635,84637,39293,45458,0,65,971,786,4634,758,1896674,502474,174403,152518,141364,272374,171170,30984,94548,53662,45818,43217,57111,10991,16518,37310,3953,4826,6038,11343,5663,36534,1531,0,1900,0,92,1688,852,693,3802,0,0,33,66,203,1362,10057,45,659,328,138,2156955,2013579,143136,71494,33094,3546,9257,260,72,0,3,1,1,3854,722,1829,0,713,1340,1241,0,676,14353,0,0,167,0,339,287133,108567,130288,25687,6520,9952,63,3166,0,1110,924,0,598,171,605124,536273,42660,0,89,94,20,0,2159,23056,0,0,0,17,0,61,616080,76079,368578,70668,68844,221,464,0,0,0,0,10,680,0,0,120,0,517,90,512,0,1295,0,129,97,0,3338,310,1,4259,51,16,753,133,2745,315,0,233,0,0,798,0,393,166,0,178,262,4463,113,1244,8,949,7040
2006年9月,17425747,9865379,2120865,148637,3690780,1276951,445202,513694,460684,73892,282616,225693,117520,1227,3847,3450,0,418,1756,4057,0,5,80,4136,275,4180,1929,70626,0,1,0,0,2422395,814108,421960,398444,264886,116033,6744,131639,178152,40293,37451,0,49,5639,21,205,6773,1808193,512767,219602,154587,125037,164336,165202,28809,110283,41722,43929,45672,63454,8955,14776,43665,6011,2952,6166,10735,2653,14446,1626,5,1897,0,278,2102,634,598,5137,0,0,61,43,1043,1125,5614,24,834,862,74,1901011,1811510,88294,82736,45100,4163,12662,212,27,0,0,27,10,3398,685,2023,0,391,1088,987,0,727,10117,0,0,238,1,719,357180,111134,190889,40021,6588,4102,215,1566,0,583,646,0,710,581,464152,401148,37150,129,97,0,1,0,49,24591,0,42,44,7,0,109,497146,105564,135115,94207,69171,106,29955,0,0,0,0,6,103,0,0,0,0,144,83,0,0,33,1,208,69,0,1593,163,1,0,169,469,1712,295,2173,136,3,22016,0,0,1190,0,0,183,0,379,443,2435,89,1137,7,1685,26103
2006年10月,17804801,10580634,2305415,137090,4063439,1506764,427228,531400,464575,89922,309702,227652,111032,1530,5829,2934,3,263,1423,6675,0,0,62,2551,36,3480,0,460,18,2,0,0,1856174,861742,172720,223418,284358,102679,8518,35057,111328,37423,14039,0,21,3517,277,300,775,1949186,579695,204081,169840,126529,183394,161009,45308,123127,45749,61698,55797,54432,12908,15887,45401,5539,3443,7107,16055,4205,8433,1572,8,2218,0,470,1570,1099,391,4398,0,0,34,197,1116,1451,3014,8,1171,326,121,2061518,1939488,121642,75345,37366,3514,10555,307,175,0,0,3,1,2475,856,1649,0,202,1064,892,0,1083,14651,0,1,151,1,311,267980,85973,137127,29395,9412,2271,122,449,0,455,1248,32,584,596,529344,475268,37957,8,86,0,2,0,480,14929,10,0,29,0,0,51,458280,101252,121768,61664,55589,5,68970,0,44,0,0,0,14,111,1,0,0,120,89,0,0,3359,0,434,0,0,1688,31,47,0,84,614,4784,350,4556,195,258,14389,1,1,947,0,276,73,0,272,535,64,149,1390,32,1394,12732
2006年11月,17431723,10318410,2308941,129415,3984615,1451479,392475,524757,450490,83062,272168,225163,98356,2007,6052,2129,0,507,1385,5556,0,0,52,5646,926,4659,55,235,1,158,0,0,1680385,569915,350323,288055,287231,0,7854,77154,31055,54121,11321,0,52,1528,1162,39,575,1835375,554884,180750,152588,170014,177172,111425,28638,126036,59350,71147,39772,45701,3688,17096,36455,5052,4447,9293,17181,2673,6368,1957,232,1625,0,796,1685,1656,440,2744,0,0,17,34,102,1459,1287,11,747,463,209,2387013,2294650,91894,87753,48042,4025,11990,216,127,0,0,37,3,2127,501,1498,19,372,1219,1143,0,628,14810,0,3,674,0,225,338429,89140,187127,45219,7508,6070,178,706,0,623,617,0,949,191,518888,451348,29437,3,146,0,1,2,610,36400,28,0,8,9,0,16,236976,72449,53751,0,52078,38,1305,0,0,0,48,0,178,110,0,101,0,50,130,737,0,49,0,1235,13,0,1918,78,2,0,132,217,4962,90,2131,358,255,12361,0,0,2313,0,556,42,8,624,1061,45,73,791,1,1120,25506
2006年12月,16932044,9506078,2117408,175883,3716785,1283497,316526,468288,397606,74300,263376,149431,109157,1825,5159,1458,0,684,1401,3516,0,16,111,4633,0,5645,0,20,1,10,0,0,2044264,821354,396009,273399,190772,97305,6432,95753,115068,37023,8783,0,164,810,391,868,136,1837870,517001,243137,166424,133343,177317,139287,30801,123068,42414,52300,39209,52968,2846,15914,41335,4238,3326,7064,15112,7778,7366,1711,0,1347,0,747,1727,727,532,2755,0,0,34,26,299,1555,2429,6,510,434,133,2238193,2110590,126821,156464,50013,3118,13041,41,113,0,0,3,3,2376,786,4692,0,6,1267,994,0,869,18452,0,0,60442,1,217,308286,92139,129554,64165,9769,9709,123,952,0,521,697,1,473,111,587914,513904,44354,3,110,0,3,0,2376,26299,0,0,73,17,0,15,224420,70850,57363,0,55119,94,2109,0,0,0,0,0,70,2,5,17,0,135,53,47,0,4,0,114,9,0,945,249,0,0,50,9,3039,133,1400,80,11,4168,0,0,706,0,372,0,0,243,181,2685,43,621,7,1057,22431
2007年,222981666,123171858,28221209,1635405,46710377,15164651,4777702,6321242,5801663,1041230,3629547,2287587,2539038,23791,171216,25091,81220,7763,15800,61002,2,181,814,25090,3268,53481,2300,3460,148,489,35,8710,27838540,10403413,5751401,3479383,3265585,2049891,170964,691570,828668,590280,385822,23,190364,22598,2177,1112,5289,23995546,7208127,2769122,1995121,1506750,2531499,1901731,458460,1493155,549906,632299,529979,598808,89279,226810,398828,69452,43422,97687,250834,57559,135542,116339,172,22736,3,3678,23410,74965,5678,42518,31,0,509,587,2653,16249,49329,752,11005,67236,7655,29213408,27508082,1700227,1185114,596967,53368,134536,2394,892,12,54,744,250,53738,12739,32720,236,6251,22927,13686,20,15683,184196,6,5,42966,40,5554,3922591,1346589,1910628,411186,111629,79904,1138,18058,3,3867,15828,779,9313,12817,7143943,6163735,565832,168,2399,1596,87,16,11507,385180,201,322,499,418,5,1195,6181637,1165312,2121998,1207707,413638,351782,449811,55,56193,0,45,291,1373,180,509,4929,0,2724,1676,1838,356,17934,733,3214,1490,49,14548,4165,232,0,1025,5810,9644,161,39542,2959,12707,31149,37,6,12086,6,961,11,131,7886,5887,11532,4075,11524,611,15537,185562
2007年1月,18328949,10135950,2384880,184337,3578260,1401547,437984,466382,471671,89504,305831,189710,86478,1268,7731,1521,0,829,1369,4102,0,7,91,2046,40,5077,54,48,52,15,0,2267,2166803,977343,366840,142014,252904,140393,8356,35376,166843,43434,29228,0,49,3144,215,1,663,2051746,567517,246913,186318,139566,183776,196777,37782,154464,56991,33837,44571,61814,13913,19484,35275,6668,4769,8032,26701,4785,6016,1547,0,2199,0,257,1387,938,628,2225,0,0,65,19,289,2148,2459,12,909,526,18,2332856,2218460,113550,104430,64505,4594,8957,256,22,0,0,5,0,1935,784,1061,0,635,1387,917,0,1085,16821,0,0,419,6,1034,297953,137788,115893,19137,10314,10397,88,1259,0,147,515,8,1166,1073,725109,650082,45620,51,177,23,17,8,437,27261,2,0,0,19,0,363,487992,97424,281506,0,54407,107,739,0,0,0,0,0,27,55,0,228,0,169,146,1421,0,1348,21,104,12,0,2320,480,10,0,86,2000,1691,0,2529,536,288,487,0,0,912,0,100,1,0,247,1200,2285,177,646,0,1565,32719
2007年2月,12979822,7521624,1633267,89378,2967775,962196,283542,311547,362331,57710,270527,134003,124777,694,3638,1814,0,295,804,3473,0,4,24,5413,9,1649,22,0,0,23,1,0,1373039,563423,337120,202274,217811,0,5311,21712,61,15786,8747,0,29,567,46,0,151,1286082,369574,113983,136623,96945,124081,103209,27532,84250,37192,29887,34964,41209,4342,10039,32353,3395,2658,5760,10267,4266,2953,1172,1,1145,0,9,442,861,766,1621,0,0,17,75,219,1216,1334,31,311,819,282,1697829,1576476,120809,70714,44709,2034,6030,179,4,0,0,9,2,1213,352,512,19,18,1473,674,1,499,12042,0,0,553,0,394,184156,68499,86344,16194,5747,4783,9,436,0,268,553,0,974,329,415042,343414,39393,1,57,228,7,0,1591,29237,0,0,0,18,0,178,407831,64969,216662,0,92172,1,503,0,1,0,0,0,20,0,0,10,0,0,40,0,0,6,62,420,89,0,256,229,11,0,50,0,2117,0,1627,80,886,2884,0,0,1135,0,150,0,7,4133,593,187,329,1106,2,476,16617
2007年3月,17992456,10155611,2103281,146389,4118607,1267711,356881,568264,410831,74841,306284,194264,146904,1613,19183,1065,4,886,1353,5257,0,22,104,134,5,4092,226,1106,1,14,0,25,1872731,678635,416286,179386,154745,184508,7709,11370,109833,48437,41709,1,34578,5124,24,3,381,2161208,620077,247568,174694,124324,270456,212624,39575,111246,50154,76185,49833,36368,9229,17231,30111,8271,3559,11580,14760,7023,25551,1598,62,2943,0,514,1040,2116,458,2668,0,0,52,39,356,2062,5169,40,790,497,154,2428117,2274715,152513,113464,55702,5507,8774,90,4,12,0,1,4,2896,1164,14618,0,184,2194,813,0,1403,14833,0,1,335,2,584,232120,59977,101543,57674,5866,2604,133,1380,3,383,1284,43,324,906,574099,480597,55639,0,190,0,28,0,541,35710,1,0,161,10,0,108,430253,103898,54363,228933,407,12,1761,0,0,0,0,0,2,0,0,190,0,133,253,0,0,3690,187,247,81,0,667,466,46,0,105,52,2611,8,10306,320,842,321,30,0,361,0,98,0,0,288,746,39,490,1533,141,2314,14311
2007年4月,18663518,10556380,2416420,124427,4197339,1323702,417730,548089,388547,91438,319335,188593,130887,1515,4868,1944,0,494,1377,4869,0,13,56,3833,0,3468,147,316,0,184,0,876,2151367,664860,372352,412610,355083,0,7237,69788,182851,46306,35978,2,106,3679,151,4,362,2018173,575829,204029,148348,120821,165737,227414,40026,121541,45336,58832,44716,76919,8109,13618,32750,6813,2680,7630,16078,4670,6387,43260,11,2349,0,74,5251,18209,401,2865,0,0,47,26,84,1188,14366,13,830,441,28,2495167,2343800,151249,84619,38773,4290,11449,147,0,0,0,1,113,4061,1254,1858,4,588,1480,1607,3,1207,16830,0,0,619,2,333,264176,98530,119358,27766,8525,2114,90,1516,0,304,997,287,364,4326,625015,532781,49292,0,234,335,4,0,777,40055,0,25,66,22,0,333,437916,100894,124806,0,58762,89736,32099,0,0,0,0,0,597,0,5,165,0,286,71,105,0,38,191,186,35,49,834,237,0,0,50,731,244,0,1948,426,0,119,0,0,2344,0,29,2,0,692,435,47,416,840,6,952,19538
2007年5月,18473556,10088157,2390658,134654,3794224,1242769,353630,508181,498974,84281,335502,212144,157675,6175,4659,2293,0,395,1193,3045,0,27,51,4055,1,2427,199,38,0,232,2,1408,2303489,930692,590974,243931,280000,0,9062,77039,35,64829,10193,1,95685,696,243,0,110,2081803,655148,212723,163766,113905,269331,179483,37957,114065,51630,63151,45069,50601,8772,17423,32060,5081,5156,6982,16075,4613,7798,1402,6,1453,0,655,3491,2029,416,1780,0,0,15,43,60,868,4895,25,622,1997,812,2447942,2261754,186188,93813,50200,4101,9546,151,11,0,0,425,6,4348,1041,2579,0,1068,1541,2218,0,1105,13870,0,0,763,0,821,347222,116105,191466,19198,7361,7405,236,2711,0,397,1024,0,682,637,638172,532055,56530,22,142,0,2,6,1635,46475,0,0,31,18,0,42,443508,98792,136636,134726,798,1,34819,0,0,0,0,0,89,2,0,157,0,83,141,0,0,2480,167,68,0,0,845,440,58,0,22,729,460,1,2239,171,402,986,0,2,560,0,69,0,0,127,839,270,395,624,42,1802,23464
2007年6月,18963604,10051202,2352562,138032,3782792,1228049,375262,572678,440276,89484,306945,164504,218480,1139,5253,1217,4,499,993,7057,0,19,53,2852,0,9518,57,490,1,0,0,841,2591144,968991,344065,395231,348667,290695,6858,44817,69003,53662,45198,0,22667,220,425,14,631,2006954,554853,314911,158360,128758,187815,144510,33263,109527,47889,63674,43252,51153,6899,14309,40835,5232,2496,8979,18573,3176,9309,1725,3,1751,0,220,829,41335,368,1910,0,0,24,34,280,2026,6032,19,2033,259,96,2677790,2510393,167397,105104,58659,4884,12141,221,23,0,0,3,0,5852,1139,1861,0,1173,1935,1348,0,1291,12563,4,0,1067,0,420,303992,83485,174133,24244,9015,7394,165,2019,0,419,858,111,1070,852,651710,557046,48719,14,288,310,12,0,1297,43020,1,0,58,18,0,0,547946,97721,195598,139619,61007,52,34734,0,0,0,45,263,167,0,10,129,0,391,255,222,121,6,13,108,0,0,1729,138,0,0,157,2060,568,0,1577,277,0,167,0,0,0,0,115,0,0,227,1953,807,417,473,130,1785,4903
2007年7月,21159992,11752299,2652177,136274,4366774,1485940,422978,607705,662797,97318,320764,218574,324146,1681,24408,2066,0,1166,1317,9459,0,30,97,1029,979,7312,145,360,5,2,22,393,2241177,855135,304590,366540,230877,120014,84658,87201,35431,75828,46067,0,33620,294,230,2,688,2403616,726241,300655,211452,145877,214882,122060,39143,128942,42448,95551,57087,55985,5375,21335,40119,5325,3243,8066,31083,4278,12340,54662,13,2036,0,382,2554,2416,330,5924,0,0,70,80,289,1386,969,36,745,58782,465,2827909,2673880,153724,80724,34167,6610,8302,285,85,0,0,14,6,5525,711,2059,27,548,2105,2001,1,865,15784,0,2,1427,1,172,483804,169135,252045,43779,7115,7643,20,879,0,565,837,2,995,550,734290,611191,63355,13,219,0,6,0,1093,57554,73,0,0,27,0,12,608001,113649,208343,214482,690,5,32380,0,0,0,0,0,0,35,10,0,0,543,56,0,0,3002,0,866,0,0,2611,540,58,0,184,16,686,4,3346,205,1160,1741,0,1,1086,0,20,0,0,200,47,3949,545,831,0,1839,14872
